model_id,dimension,item_id,prompt_id,run_id,0.0,0.5,1.0
google_gemma-3-27b-it,Long_Term_Orientation,1141,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1141,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1143,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1143,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1143,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1146,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1146,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1146,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1148,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1148,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1148,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1151,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1151,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1151,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1152,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1152,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1152,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1153,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1153,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1153,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1154,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1154,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1154,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1155,1,1,0.0,0.0,0.0
google_gemma-3-27b-it,Long_Term_Orientation,1155,1,2,0.0,0.0,0.0
google_gemma-3-27b-it,Long_Term_Orientation,1155,1,3,0.0,0.0,0.0
google_gemma-3-27b-it,Long_Term_Orientation,1156,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1156,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1156,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1158,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1158,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1158,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1159,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1159,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1159,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1160,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1160,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1160,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1164,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1164,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1164,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1166,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1166,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1166,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1168,1,1,100.0,100.0,100.0
google_gemma-3-27b-it,Long_Term_Orientation,1168,1,2,100.0,100.0,100.0
google_gemma-3-27b-it,Long_Term_Orientation,1168,1,3,100.0,100.0,100.0
google_gemma-3-27b-it,Long_Term_Orientation,1172,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1172,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1172,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1173,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1173,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1173,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1179,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1179,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1179,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1180,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1180,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1180,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1181,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1181,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1181,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1187,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1187,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1187,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1189,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1189,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1189,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1194,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1194,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1194,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1218,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1218,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1218,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1239,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1239,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1239,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1240,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,1240,1,2,50.0,50.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,1240,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,975,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,975,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,975,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,976,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,976,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,976,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,977,1,1,0.0,0.0,0.0
google_gemma-3-27b-it,Long_Term_Orientation,977,1,2,0.0,0.0,0.0
google_gemma-3-27b-it,Long_Term_Orientation,977,1,3,0.0,0.0,0.0
google_gemma-3-27b-it,Long_Term_Orientation,978,1,1,0.0,25.0,0.0
google_gemma-3-27b-it,Long_Term_Orientation,978,1,2,0.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,978,1,3,0.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,979,1,1,0.0,0.0,0.0
google_gemma-3-27b-it,Long_Term_Orientation,979,1,2,0.0,0.0,0.0
google_gemma-3-27b-it,Long_Term_Orientation,979,1,3,0.0,0.0,0.0
google_gemma-3-27b-it,Long_Term_Orientation,980,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,980,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,980,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,981,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,981,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,981,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,982,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,982,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,982,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,983,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,983,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,983,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,984,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,984,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,984,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,985,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,985,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,985,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,987,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,987,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,987,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,989,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,989,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,989,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,990,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,990,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,990,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,991,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,991,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,991,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,992,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,992,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,992,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,994,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,994,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,994,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,995,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,995,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,995,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,996,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,996,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,996,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,997,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,997,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,997,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Long_Term_Orientation,998,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,998,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Long_Term_Orientation,998,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1459,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1459,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1459,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1461,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1461,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1461,1,3,75.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1463,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1463,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1463,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1464,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1464,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1464,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1465,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1465,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1465,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1466,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1466,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1466,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1467,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1467,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1467,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1468,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1468,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1468,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1470,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1470,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1470,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1471,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1471,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1471,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1472,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1472,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1472,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1473,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1473,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1473,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1474,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1474,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1474,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1475,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1475,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1475,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1476,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1476,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1476,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1477,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1477,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1477,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1478,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1478,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1478,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1480,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1480,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1480,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1481,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1481,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1481,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1482,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1482,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1482,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1486,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1486,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1486,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1487,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1487,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1487,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1490,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1490,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1490,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1492,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1492,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1492,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1493,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1493,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1493,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1495,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1495,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1495,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1497,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1497,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1497,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1498,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1498,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1498,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1499,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1499,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1499,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1500,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1500,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1500,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1501,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1501,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1501,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1502,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1502,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1502,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1504,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1504,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1504,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1505,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1505,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1505,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1506,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1506,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1506,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1508,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1508,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1508,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1509,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1509,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1509,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1511,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1511,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1511,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1512,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1512,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1512,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1515,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1515,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1515,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1519,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1519,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1519,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1520,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1520,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1520,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1522,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1522,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1522,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1523,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1523,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1523,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1524,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1524,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1524,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1525,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1525,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1525,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1526,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1526,1,2,25.0,25.0,50.0
google_gemma-3-27b-it,Masculinity,1526,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1528,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1528,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1528,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1529,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1529,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1529,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1532,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1532,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1532,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1533,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1533,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1533,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1534,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1534,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1534,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1538,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1538,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1538,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1539,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1539,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1539,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1541,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1541,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1541,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1542,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1542,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1542,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1543,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1543,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1543,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1544,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1544,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1544,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1546,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1546,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1546,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1548,1,1,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1548,1,2,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1548,1,3,25.0,25.0,25.0
google_gemma-3-27b-it,Masculinity,1549,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1549,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1549,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1551,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1551,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1551,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1552,1,1,50.0,50.0,75.0
google_gemma-3-27b-it,Masculinity,1552,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1552,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1553,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1553,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1553,1,3,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1554,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1554,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1554,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1555,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1555,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1555,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1556,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1556,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1556,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1557,1,1,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1557,1,2,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1557,1,3,50.0,50.0,50.0
google_gemma-3-27b-it,Masculinity,1560,1,1,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1560,1,2,75.0,75.0,75.0
google_gemma-3-27b-it,Masculinity,1560,1,3,75.0,75.0,75.0
