family,dimension,item_id,prompt_id,run_id,0.6,1.0,1.5,1.7,2.0,4.0,7.0,8.0,12.0,14.0,27.0,32.0
llama,Power_Distance,1915,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1916,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1916,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1916,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1917,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1917,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1917,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1919,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1919,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1919,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1920,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1920,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1920,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1921,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1921,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1921,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1922,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1922,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1922,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1923,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1923,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1923,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1924,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1924,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1924,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1926,1,1,,,,,,,,75.0,,,,
llama,Power_Distance,1926,1,2,,,,,,,,75.0,,,,
llama,Power_Distance,1926,1,3,,,,,,,,75.0,,,,
llama,Power_Distance,1928,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1928,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1928,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1930,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1930,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1930,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1931,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1931,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1931,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1932,1,1,,,,,,,,75.0,,,,
llama,Power_Distance,1932,1,2,,,,,,,,75.0,,,,
llama,Power_Distance,1932,1,3,,,,,,,,75.0,,,,
llama,Power_Distance,1934,1,1,,,,,,,,75.0,,,,
llama,Power_Distance,1934,1,2,,,,,,,,75.0,,,,
llama,Power_Distance,1934,1,3,,,,,,,,75.0,,,,
llama,Power_Distance,1935,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1935,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1935,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1936,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1936,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1936,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1940,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1940,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1940,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1941,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1941,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1941,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1942,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1942,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1942,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1943,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1943,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1943,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1944,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1944,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1944,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1946,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1946,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1946,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1947,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1947,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1947,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1948,1,1,,,,,,,,100.0,,,,
llama,Power_Distance,1948,1,2,,,,,,,,100.0,,,,
llama,Power_Distance,1948,1,3,,,,,,,,100.0,,,,
llama,Power_Distance,1949,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1949,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1949,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1950,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1950,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1950,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1952,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1952,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1952,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1953,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1953,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1953,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1954,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1954,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1954,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1957,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1957,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1957,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1959,1,1,,,,,,,,100.0,,,,
llama,Power_Distance,1959,1,2,,,,,,,,100.0,,,,
llama,Power_Distance,1959,1,3,,,,,,,,100.0,,,,
llama,Power_Distance,1960,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1960,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1960,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1961,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1961,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1961,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1964,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1964,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1964,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1965,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1965,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1965,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1966,1,1,,,,,,,,75.0,,,,
llama,Power_Distance,1966,1,2,,,,,,,,75.0,,,,
llama,Power_Distance,1966,1,3,,,,,,,,75.0,,,,
llama,Power_Distance,1967,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1967,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1967,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1968,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1968,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1968,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1969,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1969,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1969,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1970,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1970,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1970,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1971,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1971,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1971,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1974,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1974,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1974,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1975,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1975,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1975,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1976,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1976,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1976,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1977,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1977,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1977,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1978,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1978,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1978,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1979,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1979,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1979,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1981,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1981,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1981,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1983,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1983,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1983,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1984,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1984,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1984,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1985,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1985,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1985,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1987,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1987,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1987,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1988,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1988,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1988,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1989,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1989,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1989,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1990,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,1990,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,1990,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,1991,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1991,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1991,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1993,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1993,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1993,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1994,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1994,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1994,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1995,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1995,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1995,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,1999,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,1999,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,1999,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2000,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2000,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2000,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2001,1,1,,,,,,,,75.0,,,,
llama,Power_Distance,2001,1,2,,,,,,,,75.0,,,,
llama,Power_Distance,2001,1,3,,,,,,,,75.0,,,,
llama,Power_Distance,2002,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2002,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2002,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2003,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2003,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2003,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2004,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2004,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2004,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2005,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2005,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2005,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2006,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2006,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2006,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2007,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2007,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2007,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2008,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2008,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2008,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2010,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2010,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2010,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2011,1,1,,,,,,,,100.0,,,,
llama,Power_Distance,2011,1,2,,,,,,,,100.0,,,,
llama,Power_Distance,2011,1,3,,,,,,,,100.0,,,,
llama,Power_Distance,2012,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2012,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2012,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2013,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2013,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2013,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2014,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2014,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2014,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2015,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2015,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2015,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2016,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2016,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2016,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2017,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2017,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2017,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2018,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2018,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2018,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2024,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2024,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2024,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2025,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2025,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2025,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2026,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2026,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2026,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2027,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2027,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2027,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2030,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2030,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2030,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2031,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2031,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2031,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2033,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2033,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2033,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2034,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2034,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2034,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2035,1,1,,,,,,,,100.0,,,,
llama,Power_Distance,2035,1,2,,,,,,,,100.0,,,,
llama,Power_Distance,2035,1,3,,,,,,,,100.0,,,,
llama,Power_Distance,2036,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2036,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2036,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2039,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2039,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2039,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2040,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2040,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2040,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2043,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2043,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2043,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2045,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2045,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2045,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2046,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2046,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2046,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2050,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2050,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2050,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2051,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2051,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2051,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2053,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2053,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2053,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2054,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2054,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2054,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2055,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2055,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2055,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2056,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2056,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2056,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2057,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2057,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2057,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2058,1,1,,,,,,,,100.0,,,,
llama,Power_Distance,2058,1,2,,,,,,,,100.0,,,,
llama,Power_Distance,2058,1,3,,,,,,,,100.0,,,,
llama,Power_Distance,2059,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2059,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2059,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2060,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2060,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2060,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2061,1,1,,,,,,,,75.0,,,,
llama,Power_Distance,2061,1,2,,,,,,,,75.0,,,,
llama,Power_Distance,2061,1,3,,,,,,,,75.0,,,,
llama,Power_Distance,2062,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2062,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2062,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2063,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2063,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2063,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2064,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2064,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2064,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2065,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2065,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2065,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2066,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2066,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2066,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2067,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2067,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2067,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2069,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2069,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2069,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2073,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2073,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2073,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2074,1,1,,,,,,,,75.0,,,,
llama,Power_Distance,2074,1,2,,,,,,,,75.0,,,,
llama,Power_Distance,2074,1,3,,,,,,,,75.0,,,,
llama,Power_Distance,2075,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2075,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2075,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2076,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2076,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2076,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2079,1,1,,,,,,,,75.0,,,,
llama,Power_Distance,2079,1,2,,,,,,,,75.0,,,,
llama,Power_Distance,2079,1,3,,,,,,,,75.0,,,,
llama,Power_Distance,2080,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2080,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2080,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2081,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2081,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2081,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2083,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2083,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2083,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2084,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2084,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2084,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2085,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2085,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2085,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2087,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2087,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2087,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2088,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2088,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2088,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2089,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2089,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2089,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2090,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2090,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2090,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2091,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2091,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2091,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2093,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2093,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2093,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2095,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2095,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2095,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2096,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2096,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2096,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2099,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2099,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2099,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2100,1,1,,,,,,,,0.0,,,,
llama,Power_Distance,2100,1,2,,,,,,,,0.0,,,,
llama,Power_Distance,2100,1,3,,,,,,,,0.0,,,,
llama,Power_Distance,2102,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2102,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2102,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2103,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2103,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2103,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2105,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2105,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2105,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2107,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2107,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2107,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2108,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2108,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2108,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2109,1,1,,,,,,,,0.0,,,,
llama,Power_Distance,2109,1,2,,,,,,,,0.0,,,,
llama,Power_Distance,2109,1,3,,,,,,,,0.0,,,,
llama,Power_Distance,2112,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2112,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2112,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2113,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2113,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2113,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2116,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2116,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2116,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2123,1,1,,,,,,,,25.0,,,,
llama,Power_Distance,2123,1,2,,,,,,,,25.0,,,,
llama,Power_Distance,2123,1,3,,,,,,,,25.0,,,,
llama,Power_Distance,2125,1,1,,,,,,,,100.0,,,,
llama,Power_Distance,2125,1,2,,,,,,,,100.0,,,,
llama,Power_Distance,2125,1,3,,,,,,,,100.0,,,,
llama,Power_Distance,2130,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2130,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2130,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2132,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2132,1,2,,,,,,,,50.0,,,,
llama,Power_Distance,2132,1,3,,,,,,,,50.0,,,,
llama,Power_Distance,2134,1,1,,,,,,,,50.0,,,,
llama,Power_Distance,2134,1,2,,,,,,,,50.0,,,,
